txn_id,customer_id,matter_id,matter_type,txn_date,txn_type,amount_aud,description,unrelated_third_party,counterparty_country
TXN-100743,CUST-10122,MTR-10122-5,Estate Administration,2026-05-03,Deposit,860047.41,Trust receipt - client funds,False,Panama
TXN-102059,CUST-10348,MTR-10348-3,Trust Establishment,2026-05-03,Deposit,12175.0,Trust receipt - client funds,False,Germany
TXN-101498,CUST-10247,MTR-10247-4,Nominee Shareholder Arrangement,2026-05-04,Withdrawal,2084.55,Trust disbursement - settlement,False,United Kingdom
TXN-100900,CUST-10147,MTR-10147-3,Nominee Shareholder Arrangement,2026-05-04,Deposit,2967.61,Trust receipt - client funds,False,Canada
TXN-100408,CUST-10067,MTR-10067-3,Estate Administration,2026-05-04,Withdrawal,205912.39,Trust disbursement - settlement,False,Germany
TXN-101730,CUST-10291,MTR-10291-2,Commercial Conveyancing,2026-05-04,Deposit,145844.79,Trust receipt - client funds,False,New Zealand
TXN-101168,CUST-10191,MTR-10191-9,Debt Financing Transaction,2026-05-04,Deposit,261338.88,Trust receipt - client funds,False,United States
TXN-100451,CUST-10075,MTR-10075-6,Estate Administration,2026-05-04,Deposit,37751.8,Trust receipt - client funds,False,United States
TXN-102481,CUST-10419,MTR-10419-2,Nominee Shareholder Arrangement,2026-05-05,Deposit,7175.03,Trust receipt - client funds,False,Singapore
TXN-101809,CUST-10303,MTR-10303-4,Estate Administration,2026-05-05,Withdrawal,10696.06,Trust disbursement - settlement,False,United States
TXN-100365,CUST-10058,MTR-10058-4,Business Sale & Purchase,2026-05-05,Withdrawal,428435.36,Trust disbursement - settlement,False,Canada
TXN-100932,CUST-10152,MTR-10152-4,Estate Administration,2026-05-05,Deposit,19462.01,Trust receipt - client funds,False,New Zealand
TXN-101410,CUST-10232,MTR-10232-1,Company Formation,2026-05-05,Withdrawal,1286.45,Trust disbursement - settlement,False,Cambodia
TXN-100491,CUST-10081,MTR-10081-6,Nominee Director Arrangement,2026-05-05,Withdrawal,2167.07,Trust disbursement - settlement,False,United Kingdom
TXN-100934,CUST-10152,MTR-10152-4,Estate Administration,2026-05-06,Deposit,553122.14,Trust receipt - client funds,False,New Zealand
TXN-100677,CUST-10112,MTR-10112-9,Company Formation,2026-05-06,Withdrawal,1041.23,Trust disbursement - settlement,False,Canada
TXN-102473,CUST-10417,MTR-10417-4,Company Formation,2026-05-06,Deposit,3577.23,Trust receipt - client funds,False,Cyprus
TXN-101036,CUST-10167,MTR-10167-4,Company Formation,2026-05-06,Withdrawal,733.27,Trust disbursement - settlement,False,Panama
TXN-102324,CUST-10391,MTR-10391-5,Nominee Shareholder Arrangement,2026-05-06,Withdrawal,5345.0,Trust disbursement - settlement,False,Cambodia
TXN-100830,CUST-10137,MTR-10137-8,Estate Administration,2026-05-06,Deposit,54919.61,Trust receipt - client funds,False,Panama
TXN-100602,CUST-10099,MTR-10099-3,Business Sale & Purchase,2026-05-06,Withdrawal,126978.34,Trust disbursement - settlement,False,Singapore
TXN-100919,CUST-10150,MTR-10150-6,Residential Conveyancing,2026-05-07,Deposit,16673.34,Trust receipt - client funds,False,Japan
TXN-100650,CUST-10107,MTR-10107-2,Nominee Director Arrangement,2026-05-07,Deposit,4977.89,Trust receipt - client funds,False,Canada
TXN-101112,CUST-10182,MTR-10182-8,Nominee Shareholder Arrangement,2026-05-07,Withdrawal,1412.46,Trust disbursement - settlement,False,Germany
TXN-100068,CUST-10011,MTR-10011-5,Commercial Conveyancing,2026-05-07,Withdrawal,223613.66,Trust disbursement - settlement,False,United States
TXN-100655,CUST-10108,MTR-10108-4,Trust Establishment,2026-05-07,Deposit,5759.53,Trust receipt - client funds,False,Germany
TXN-100141,CUST-10023,MTR-10023-4,Commercial Conveyancing,2026-05-07,Withdrawal,587786.88,Trust disbursement - settlement,False,Canada
TXN-102038,CUST-10343,MTR-10343-6,Nominee Shareholder Arrangement,2026-05-07,Deposit,2401.73,Trust receipt - client funds,False,New Zealand
TXN-100314,CUST-10051,MTR-10051-1,Nominee Director Arrangement,2026-05-07,Withdrawal,7350.7,Trust disbursement - settlement,False,Panama
TXN-100263,CUST-10041,MTR-10041-4,Nominee Shareholder Arrangement,2026-05-07,Deposit,1321.66,Trust receipt - client funds,False,United States
TXN-100514,CUST-10084,MTR-10084-8,Trust Establishment,2026-05-07,Withdrawal,35691.15,Trust disbursement - settlement,False,Germany
TXN-100188,CUST-10030,MTR-10030-7,Nominee Director Arrangement,2026-05-07,Deposit,6154.01,Trust receipt - client funds,False,New Zealand
TXN-100717,CUST-10118,MTR-10118-8,Residential Conveyancing,2026-05-08,Deposit,31167.75,Trust receipt - client funds,False,Canada
TXN-100620,CUST-10102,MTR-10102-1,Estate Administration,2026-05-08,Deposit,883028.03,Trust receipt - client funds,False,New Zealand
TXN-102030,CUST-10341,MTR-10341-3,Debt Financing Transaction,2026-05-08,Deposit,67189.93,Trust receipt - client funds,False,Australia
TXN-100811,CUST-10134,MTR-10134-5,Nominee Shareholder Arrangement,2026-05-08,Withdrawal,4959.35,Trust disbursement - settlement,False,Canada
TXN-100360,CUST-10057,MTR-10057-6,Business Sale & Purchase,2026-05-08,Deposit,721538.84,Trust receipt - client funds,False,United Kingdom
TXN-101633,CUST-10273,MTR-10273-8,Company Formation,2026-05-08,Deposit,1024.09,Trust receipt - client funds,False,United States
TXN-100350,CUST-10056,MTR-10056-6,Debt Financing Transaction,2026-05-08,Deposit,492451.83,Trust receipt - client funds,False,Singapore
TXN-100391,CUST-10062,MTR-10062-9,Company Formation,2026-05-08,Withdrawal,1715.02,Trust disbursement - settlement,False,Canada
TXN-101634,CUST-10273,MTR-10273-8,Company Formation,2026-05-09,Withdrawal,1090.87,Trust disbursement - settlement,False,United States
TXN-100841,CUST-10138,MTR-10138-8,Residential Conveyancing,2026-05-09,Deposit,15751.48,Trust receipt - client funds,False,Canada
TXN-102052,CUST-10346,MTR-10346-3,Nominee Shareholder Arrangement,2026-05-09,Deposit,2963.45,Trust receipt - client funds,False,Canada
TXN-101466,CUST-10243,MTR-10243-7,Business Sale & Purchase,2026-05-09,Deposit,153920.31,Trust receipt - client funds,False,Australia
TXN-100586,CUST-10094,MTR-10094-1,Nominee Shareholder Arrangement,2026-05-09,Deposit,707.47,Trust receipt - client funds,False,United Kingdom
TXN-100774,CUST-10127,MTR-10127-6,Company Formation,2026-05-09,Deposit,12105.15,Trust receipt - client funds,False,Myanmar
TXN-102005,CUST-10338,MTR-10338-7,Nominee Shareholder Arrangement,2026-05-09,Withdrawal,7380.72,Trust disbursement - settlement,False,Japan
TXN-100400,CUST-10065,MTR-10065-8,Business Sale & Purchase,2026-05-09,Deposit,32717.48,Trust receipt - client funds,False,Germany
TXN-101276,CUST-10211,MTR-10211-9,Trust Establishment,2026-05-10,Deposit,17853.55,Trust receipt - client funds,False,United Kingdom
TXN-101691,CUST-10284,MTR-10284-4,Company Formation,2026-05-10,Deposit,845.62,Trust receipt - client funds,False,Germany
TXN-100009,CUST-10001,MTR-10001-9,Business Sale & Purchase,2026-05-10,Deposit,82373.87,Trust receipt - client funds,False,United Arab Emirates
TXN-100484,CUST-10080,MTR-10080-3,Company Formation,2026-05-10,Withdrawal,5882.18,Trust disbursement - settlement,False,Japan
TXN-100839,CUST-10138,MTR-10138-8,Residential Conveyancing,2026-05-10,Deposit,20066.83,Trust receipt - client funds,False,Canada
TXN-102134,CUST-10359,MTR-10359-7,Trust Establishment,2026-05-10,Deposit,8342.22,Trust receipt - client funds,False,Democratic Republic of Congo
TXN-102421,CUST-10410,MTR-10410-1,Residential Conveyancing,2026-05-10,Deposit,300406.28,Trust receipt - client funds,False,Canada
TXN-101673,CUST-10280,MTR-10280-6,Trust Establishment,2026-05-11,Deposit,2795.14,Trust receipt - client funds,False,Japan
TXN-100953,CUST-10156,MTR-10156-2,Debt Financing Transaction,2026-05-11,Withdrawal,680713.39,Trust disbursement - settlement,False,New Zealand
TXN-101048,CUST-10170,MTR-10170-9,Nominee Director Arrangement,2026-05-11,Withdrawal,2631.55,Trust disbursement - settlement,False,New Zealand
TXN-100556,CUST-10090,MTR-10090-1,Business Sale & Purchase,2026-05-11,Deposit,271098.52,Trust receipt - client funds,False,New Zealand
TXN-100517,CUST-10084,MTR-10084-8,Trust Establishment,2026-05-12,Withdrawal,39255.64,Trust disbursement - settlement,False,Germany
TXN-100518,CUST-10085,MTR-10085-2,Debt Financing Transaction,2026-05-12,Withdrawal,114166.65,Trust disbursement - settlement,False,Australia
TXN-101773,CUST-10298,MTR-10298-7,Nominee Shareholder Arrangement,2026-05-12,Withdrawal,892.69,Trust disbursement - settlement,False,Germany
TXN-100992,CUST-10162,MTR-10162-2,Estate Administration,2026-05-12,Deposit,91489.57,Trust receipt - client funds,False,Singapore
TXN-101672,CUST-10280,MTR-10280-6,Trust Establishment,2026-05-12,Deposit,1980.68,Trust receipt - client funds,False,Japan
TXN-102124,CUST-10358,MTR-10358-9,Nominee Director Arrangement,2026-05-12,Deposit,2000.32,Trust receipt - client funds,False,New Zealand
TXN-100249,CUST-10039,MTR-10039-3,Nominee Shareholder Arrangement,2026-05-13,Withdrawal,4216.22,Trust disbursement - settlement,False,New Zealand
TXN-100603,CUST-10099,MTR-10099-3,Business Sale & Purchase,2026-05-13,Deposit,43045.59,Trust receipt - client funds,False,Singapore
TXN-100567,CUST-10092,MTR-10092-3,Commercial Conveyancing,2026-05-13,Deposit,984669.97,Trust receipt - client funds,False,Germany
TXN-101027,CUST-10166,MTR-10166-2,Trust Establishment,2026-05-13,Deposit,1504.46,Trust receipt - client funds,False,Canada
TXN-100520,CUST-10085,MTR-10085-2,Debt Financing Transaction,2026-05-13,Deposit,445548.87,Trust receipt - client funds,False,Australia
TXN-101829,CUST-10305,MTR-10305-3,Company Formation,2026-05-14,Withdrawal,3207.42,Trust disbursement - settlement,False,United Kingdom
TXN-101728,CUST-10290,MTR-10290-7,Nominee Shareholder Arrangement,2026-05-14,Deposit,1031.11,Trust receipt - client funds,False,Japan
TXN-100337,CUST-10054,MTR-10054-1,Business Sale & Purchase,2026-05-14,Deposit,44307.42,Trust receipt - client funds,False,Singapore
TXN-101386,CUST-10227,MTR-10227-4,Residential Conveyancing,2026-05-14,Withdrawal,256984.87,Trust disbursement - settlement,False,Germany
TXN-101323,CUST-10218,MTR-10218-8,Trust Establishment,2026-05-14,Deposit,2524.17,Trust receipt - client funds,False,Cyprus
TXN-102058,CUST-10348,MTR-10348-3,Trust Establishment,2026-05-14,Deposit,18952.45,Trust receipt - client funds,False,Germany
TXN-100498,CUST-10082,MTR-10082-7,Estate Administration,2026-05-14,Withdrawal,16819.73,Trust disbursement - settlement,False,Singapore
TXN-101325,CUST-10218,MTR-10218-8,Trust Establishment,2026-05-14,Deposit,3753.74,Trust receipt - client funds,False,Cyprus
TXN-102078,CUST-10351,MTR-10351-3,Estate Administration,2026-05-15,Deposit,161525.57,Trust receipt - client funds,False,Japan
TXN-101381,CUST-10227,MTR-10227-4,Residential Conveyancing,2026-05-15,Deposit,290945.82,Trust receipt - client funds,False,Germany
TXN-100086,CUST-10015,MTR-10015-7,Estate Administration,2026-05-16,Deposit,19085.29,Trust receipt - client funds,False,New Zealand
TXN-100974,CUST-10160,MTR-10160-1,Estate Administration,2026-05-16,Withdrawal,75721.8,Trust disbursement - settlement,False,Australia
TXN-102188,CUST-10366,MTR-10366-2,Trust Establishment,2026-05-16,Withdrawal,18101.71,Trust disbursement - settlement,False,Democratic People's Republic of Korea
TXN-100383,CUST-10061,MTR-10061-6,Estate Administration,2026-05-16,Withdrawal,28255.4,Trust disbursement - settlement,False,Japan
TXN-100706,CUST-10115,MTR-10115-8,Business Sale & Purchase,2026-05-16,Deposit,222211.25,Trust receipt - client funds,False,Cambodia
TXN-100910,CUST-10148,MTR-10148-4,Debt Financing Transaction,2026-05-16,Withdrawal,86138.6,Trust disbursement - settlement,False,United Kingdom
TXN-100505,CUST-10082,MTR-10082-7,Estate Administration,2026-05-16,Deposit,15530.73,Trust receipt - client funds,False,Singapore
TXN-100547,CUST-10088,MTR-10088-3,Nominee Director Arrangement,2026-05-16,Deposit,508.93,Trust receipt - client funds,False,Cambodia
TXN-101172,CUST-10191,MTR-10191-9,Debt Financing Transaction,2026-05-16,Withdrawal,53653.14,Trust disbursement - settlement,False,United States
TXN-101463,CUST-10242,MTR-10242-2,Company Formation,2026-05-16,Deposit,1750.71,Trust receipt - client funds,False,Japan
TXN-100043,CUST-10007,MTR-10007-2,Estate Administration,2026-05-16,Deposit,8755.77,Trust receipt - client funds,False,United Kingdom
TXN-100558,CUST-10090,MTR-10090-1,Business Sale & Purchase,2026-05-17,Deposit,317703.29,Trust receipt - client funds,False,New Zealand
TXN-101988,CUST-10336,MTR-10336-1,Debt Financing Transaction,2026-05-17,Deposit,91109.23,Trust receipt - client funds,False,Canada
TXN-101412,CUST-10232,MTR-10232-1,Company Formation,2026-05-17,Withdrawal,2173.27,Trust disbursement - settlement,False,Cambodia
TXN-100819,CUST-10135,MTR-10135-2,Estate Administration,2026-05-17,Withdrawal,5324.83,Trust disbursement - settlement,False,Singapore
TXN-101289,CUST-10213,MTR-10213-8,Business Sale & Purchase,2026-05-18,Withdrawal,680529.11,Trust disbursement - settlement,False,Democratic Republic of Congo
TXN-102331,CUST-10392,MTR-10392-2,Commercial Conveyancing,2026-05-18,Deposit,174710.72,Trust receipt - client funds,False,Australia
TXN-100284,CUST-10045,MTR-10045-1,Residential Conveyancing,2026-05-18,Withdrawal,189237.14,Trust disbursement - settlement,False,Australia
TXN-101892,CUST-10319,MTR-10319-6,Business Sale & Purchase,2026-05-18,Deposit,64989.18,Trust receipt - client funds,False,United States
TXN-101915,CUST-10322,MTR-10322-1,Residential Conveyancing,2026-05-18,Deposit,230130.32,Trust receipt - client funds,False,United Kingdom
TXN-102266,CUST-10382,MTR-10382-2,Residential Conveyancing,2026-05-19,Withdrawal,169724.92,Trust disbursement - settlement,False,Japan
TXN-102013,CUST-10339,MTR-10339-7,Business Sale & Purchase,2026-05-20,Deposit,42951.21,Trust receipt - client funds,False,United States
TXN-100121,CUST-10021,MTR-10021-1,Nominee Shareholder Arrangement,2026-05-20,Withdrawal,5694.2,Trust disbursement - settlement,False,United Arab Emirates
TXN-100566,CUST-10092,MTR-10092-3,Commercial Conveyancing,2026-05-20,Withdrawal,108410.0,Trust disbursement - settlement,False,Germany
TXN-101929,CUST-10327,MTR-10327-6,Nominee Director Arrangement,2026-05-20,Deposit,9541.23,Trust receipt - client funds,False,Japan
TXN-100015,CUST-10002,MTR-10002-5,Residential Conveyancing,2026-05-20,Deposit,19505.09,Trust receipt - client funds,False,Singapore
TXN-101434,CUST-10236,MTR-10236-1,Company Formation,2026-05-21,Deposit,996.05,Trust receipt - client funds,False,Cambodia
TXN-101457,CUST-10241,MTR-10241-6,Company Formation,2026-05-21,Deposit,11931.54,Trust receipt - client funds,False,United Kingdom
TXN-101999,CUST-10337,MTR-10337-4,Company Formation,2026-05-21,Withdrawal,657.73,Trust disbursement - settlement,False,United Kingdom
TXN-101973,CUST-10333,MTR-10333-3,Nominee Shareholder Arrangement,2026-05-21,Deposit,4069.96,Trust receipt - client funds,False,Cambodia
TXN-100624,CUST-10102,MTR-10102-1,Estate Administration,2026-05-21,Withdrawal,171029.12,Trust disbursement - settlement,False,New Zealand
TXN-100034,CUST-10005,MTR-10005-9,Debt Financing Transaction,2026-05-21,Deposit,736009.16,Trust receipt - client funds,False,New Zealand
TXN-101109,CUST-10182,MTR-10182-8,Nominee Shareholder Arrangement,2026-05-21,Withdrawal,2646.89,Trust disbursement - settlement,False,Germany
TXN-101225,CUST-10202,MTR-10202-4,Residential Conveyancing,2026-05-21,Deposit,29431.66,Trust receipt - client funds,False,Australia
TXN-100489,CUST-10081,MTR-10081-6,Nominee Director Arrangement,2026-05-21,Deposit,530.37,Trust receipt - client funds,False,United Kingdom
TXN-101741,CUST-10292,MTR-10292-4,Company Formation,2026-05-22,Deposit,10515.38,Trust receipt - client funds,False,Germany
TXN-101095,CUST-10179,MTR-10179-9,Nominee Shareholder Arrangement,2026-05-22,Deposit,2916.8,Trust receipt - client funds,False,Australia
TXN-101736,CUST-10292,MTR-10292-4,Company Formation,2026-05-22,Deposit,1029.87,Trust receipt - client funds,False,Germany
TXN-101176,CUST-10192,MTR-10192-8,Nominee Director Arrangement,2026-05-22,Deposit,7109.72,Trust receipt - client funds,False,Germany
TXN-101348,CUST-10222,MTR-10222-5,Nominee Director Arrangement,2026-05-22,Withdrawal,712.75,Trust disbursement - settlement,False,Vanuatu
TXN-100745,CUST-10122,MTR-10122-5,Estate Administration,2026-05-22,Withdrawal,8585.5,Trust disbursement - settlement,False,Panama
TXN-101579,CUST-10264,MTR-10264-5,Commercial Conveyancing,2026-05-22,Withdrawal,671431.68,Trust disbursement - settlement,False,New Zealand
TXN-101802,CUST-10302,MTR-10302-2,Business Sale & Purchase,2026-05-23,Deposit,244592.03,Trust receipt - client funds,False,Singapore
TXN-101638,CUST-10274,MTR-10274-2,Debt Financing Transaction,2026-05-23,Deposit,1775750.43,Trust receipt - client funds,False,United Kingdom
TXN-102210,CUST-10371,MTR-10371-8,Nominee Director Arrangement,2026-05-23,Withdrawal,1793.69,Trust disbursement - settlement,False,Canada
TXN-100946,CUST-10155,MTR-10155-1,Nominee Shareholder Arrangement,2026-05-23,Deposit,1809.67,Trust receipt - client funds,False,Singapore
TXN-101050,CUST-10170,MTR-10170-9,Nominee Director Arrangement,2026-05-23,Deposit,648.61,Trust receipt - client funds,False,New Zealand
TXN-102477,CUST-10418,MTR-10418-9,Company Formation,2026-05-23,Withdrawal,12428.46,Trust disbursement - settlement,False,Australia
TXN-100013,CUST-10002,MTR-10002-5,Residential Conveyancing,2026-05-23,Withdrawal,174307.65,Trust disbursement - settlement,False,Singapore
TXN-101930,CUST-10327,MTR-10327-6,Nominee Director Arrangement,2026-05-23,Deposit,8849.76,Trust receipt - client funds,False,Japan
TXN-102158,CUST-10363,MTR-10363-4,Company Formation,2026-05-24,Deposit,9740.04,Trust receipt - client funds,False,United Kingdom
TXN-101388,CUST-10227,MTR-10227-4,Residential Conveyancing,2026-05-24,Withdrawal,87792.01,Trust disbursement - settlement,False,Germany
TXN-100354,CUST-10056,MTR-10056-6,Debt Financing Transaction,2026-05-24,Deposit,87490.77,Trust receipt - client funds,False,Singapore
TXN-102405,CUST-10408,MTR-10408-1,Business Sale & Purchase,2026-05-24,Withdrawal,1151364.65,Trust disbursement - settlement,False,New Zealand
